Rating,TrainID,Segmentation,Goal,HealthLimit,Tire,Time,Quant,Type,BodyPart,Equipment,Level
10,1935,1,0,8,4,42,0,4,14,4,2
3,1935,2,0,0,5,58,6,4,14,4,2
4,1935,0,0,0,0,67,6,4,14,4,2
8,1935,1,2,0,0,114,10,4,14,4,2
8,1936,1,2,5,2,42,0,4,14,4,2
3,1936,1,1,11,2,49,3,4,14,4,2
5,1936,1,2,0,5,3,2,4,14,4,2
5,1936,1,2,1,1,99,8,4,14,4,2
2,1936,0,1,8,1,10,2,4,14,4,2
1,1936,0,1,0,4,98,6,4,14,4,2
5,1936,0,2,0,2,99,8,4,14,4,2
9,1936,2,2,17,4,74,5,4,14,4,2
7,1936,1,2,0,0,89,6,4,14,4,2
7,1936,2,0,0,1,35,2,4,14,4,2
1,1936,2,0,0,0,58,5,4,14,4,2
2,1936,2,0,0,3,61,4,4,14,4,2
9,1936,1,2,0,2,85,3,4,14,4,2
7,1936,2,0,0,3,75,6,4,14,4,2
7,1936,1,0,7,0,106,9,4,14,4,2
3,1936,0,0,0,1,31,3,4,14,4,2
9,1936,1,2,0,2,44,2,4,14,4,2
7,1936,1,0,0,4,110,10,4,14,4,2
4,1936,0,1,0,0,52,3,4,14,4,2
1,1936,0,0,0,1,105,9,4,14,4,2
5,1936,0,2,0,5,39,0,4,14,4,2
3,1936,1,2,0,5,57,4,4,14,4,2
3,1936,0,2,0,0,76,5,4,14,4,2
1,1936,1,1,0,1,77,4,4,14,4,2
5,1936,2,2,0,0,73,3,4,14,4,2
9,1936,0,2,0,0,33,0,4,14,4,2
3,1936,1,1,0,2,91,10,4,14,4,2
4,1936,0,1,0,5,34,1,4,14,4,2
6,1936,1,1,0,5,31,1,4,14,4,2
2,1936,2,1,4,0,64,6,4,14,4,2
10,1936,1,2,0,1,27,0,4,14,4,2
3,1936,2,2,1,4,11,1,4,14,4,2
3,1936,2,0,0,4,73,3,4,14,4,2
9,1936,0,0,0,1,42,2,4,14,4,2
6,1936,1,1,0,1,29,2,4,14,4,2
9,1936,0,1,15,3,34,0,4,14,4,2
1,1936,2,2,0,1,14,2,4,14,4,2
4,1936,0,1,0,1,1,0,4,14,4,2
7,1936,2,1,0,3,79,4,4,14,4,2
10,1936,0,0,0,3,112,8,4,14,4,2
9,1937,0,2,0,4,31,2,4,14,4,2
4,1937,0,2,0,2,45,2,4,14,4,2
1,1937,2,1,0,2,114,8,4,14,4,2
5,1937,2,0,0,4,30,0,4,14,4,2
4,1937,1,2,0,1,34,0,4,14,4,2
1,1937,0,1,0,4,103,6,4,14,4,2
4,1937,2,1,5,5,51,5,4,14,4,2
8,1937,2,2,0,4,52,3,4,14,4,2
5,1937,1,1,0,0,77,6,4,14,4,2
9,1937,0,1,0,1,89,3,4,14,4,2
4,1937,2,1,16,2,104,7,4,14,4,2
6,1937,1,2,0,2,58,5,4,14,4,2
6,1937,1,2,0,3,118,6,4,14,4,2
6,1937,2,1,0,3,45,2,4,14,4,2
7,1937,2,1,0,4,118,9,4,14,4,2
1,1937,2,1,0,5,26,2,4,14,4,2
3,1937,0,1,0,2,107,6,4,14,4,2
5,1937,1,0,0,5,118,8,4,14,4,2
5,1937,1,2,0,5,84,4,4,14,4,2
3,1937,1,1,0,0,12,0,4,14,4,2
9,1937,2,1,0,3,8,3,4,14,4,2
6,1937,1,2,0,2,80,6,4,14,4,2
6,1937,1,0,8,2,46,2,4,14,4,2
8,1937,2,1,0,4,17,3,4,14,4,2
3,1937,2,1,16,4,94,6,4,14,4,2
4,1937,0,0,0,2,79,6,4,14,4,2
3,1937,2,2,0,2,39,1,4,14,4,2
4,1937,0,0,0,3,44,0,4,14,4,2
6,1937,0,1,0,4,96,10,4,14,4,2
2,1937,2,0,12,2,77,3,4,14,4,2
10,1937,2,0,0,3,33,0,4,14,4,2
5,1937,2,1,0,1,78,3,4,14,4,2
3,1937,2,2,0,1,20,2,4,14,4,2
1,1937,0,0,0,4,3,3,4,14,4,2
6,1937,0,0,0,1,116,8,4,14,4,2
1,1937,1,0,0,1,49,1,4,14,4,2
10,1937,0,0,0,2,84,4,4,14,4,2
9,1937,2,1,0,3,66,3,4,14,4,2
4,1937,0,0,0,4,46,2,4,14,4,2
10,1937,1,0,0,2,97,8,4,14,4,2
6,1938,1,0,4,0,94,10,4,14,4,2
8,1938,2,0,0,5,34,3,4,14,4,2
7,1938,1,0,3,2,43,1,4,14,4,2
8,1938,0,1,0,4,57,6,4,14,4,2
2,1938,2,2,0,5,69,5,4,14,4,2
7,1938,0,0,0,2,1,0,4,14,4,2
1,1938,2,2,0,1,42,1,4,14,4,2
1,1938,0,1,7,0,47,0,4,14,4,2
7,1938,0,1,0,4,118,8,4,14,4,2
5,1938,1,2,0,3,94,8,4,14,4,2
10,1938,2,2,13,0,104,10,4,14,4,2
8,1938,1,2,0,1,105,10,4,14,4,2
10,1938,1,0,0,4,21,3,4,14,4,2
8,1938,0,0,0,4,82,5,4,14,4,2
6,1938,0,2,0,3,38,3,4,14,4,2
3,1938,0,2,0,4,38,1,4,14,4,2
6,1938,1,2,0,3,43,0,4,14,4,2
9,1938,1,2,9,0,74,3,4,14,4,2
7,1938,1,2,0,5,106,10,4,14,4,2
2,1938,2,0,0,2,36,1,4,14,4,2
4,1938,1,1,0,5,13,1,4,14,4,2
10,1938,0,2,0,3,63,4,4,14,4,2
4,1938,2,0,0,3,119,10,4,14,4,2
4,1938,0,1,0,4,115,9,4,14,4,2
8,1938,2,1,0,1,70,5,4,14,4,2
5,1938,1,1,0,5,81,3,4,14,4,2
5,1938,2,2,3,5,28,1,4,14,4,2
9,1938,2,1,0,2,18,1,4,14,4,2
9,1938,0,0,0,2,36,3,4,14,4,2
8,1938,0,0,0,1,6,1,4,14,4,2
4,1938,2,0,7,5,55,4,4,14,4,2
6,1938,2,2,0,3,93,8,4,14,4,2
4,1938,1,2,4,5,57,6,4,14,4,2
4,1938,1,0,0,2,38,3,4,14,4,2
1,1938,2,2,14,3,53,3,4,14,4,2
9,1938,2,1,0,0,54,5,4,14,4,2
4,1938,0,1,0,5,92,9,4,14,4,2
9,1938,2,2,0,2,118,8,4,14,4,2
1,1938,1,1,0,3,18,3,4,14,4,2
6,1938,0,0,0,2,85,5,4,14,4,2
1,1939,1,1,0,1,30,0,4,14,4,2
3,1939,2,2,0,4,12,3,4,14,4,2
3,1939,2,2,14,3,10,2,4,14,4,2
8,1939,1,2,0,0,34,3,4,14,4,2
7,1939,1,2,6,5,118,8,4,14,4,2
2,1939,2,1,0,0,8,1,4,14,4,2
6,1939,1,0,0,0,55,5,4,14,4,2
8,1939,2,2,0,1,77,4,4,14,4,2
5,1939,1,0,0,5,24,1,4,14,4,2
2,1939,1,0,0,3,54,4,4,14,4,2
5,1939,2,1,2,0,109,6,4,14,4,2
10,1939,2,1,0,3,90,10,4,14,4,2
9,1939,1,1,0,4,35,3,4,14,4,2
1,1939,1,0,0,1,108,7,4,14,4,2
1,1939,0,2,0,5,59,6,4,14,4,2
6,1939,0,0,0,3,83,4,4,14,4,2
4,1939,0,2,0,4,52,4,4,14,4,2
7,1939,1,0,0,5,23,3,4,14,4,2
4,1939,0,0,0,4,120,9,4,14,4,2
3,1939,1,0,0,3,19,2,4,14,4,2
9,1939,1,2,0,2,81,6,4,14,4,2
5,1939,1,1,0,3,28,3,4,14,4,2
10,1939,1,0,0,0,39,3,4,14,4,2
3,1939,2,0,0,3,29,2,4,14,4,2
3,1939,1,1,0,4,15,2,4,14,4,2
3,1939,1,1,0,1,66,3,4,14,4,2
9,1939,0,1,0,1,36,3,4,14,4,2
4,1939,0,0,0,5,73,5,4,14,4,2
9,1939,1,1,0,0,27,3,4,14,4,2
9,1939,1,0,0,4,75,6,4,14,4,2
9,1939,2,2,0,4,66,5,4,14,4,2
7,1939,2,1,0,2,27,3,4,14,4,2
9,1939,0,0,0,4,43,2,4,14,4,2
9,1939,0,2,0,1,51,4,4,14,4,2
8,1939,1,0,0,3,108,7,4,14,4,2
1,1939,0,1,11,4,71,5,4,14,4,2
1,1939,0,1,0,4,60,6,4,14,4,2
7,1939,1,1,14,2,24,3,4,14,4,2
1,1939,1,2,0,1,48,2,4,14,4,2
2,1939,2,1,0,5,115,8,4,14,4,2
2,1940,2,2,0,0,117,8,4,14,4,2
3,1940,2,2,0,2,18,3,4,14,4,2
4,1940,1,1,0,1,114,8,4,14,4,2
2,1940,0,1,4,4,43,1,4,14,4,2
6,1940,0,0,0,3,62,6,4,14,4,2
8,1940,2,1,10,3,25,3,4,14,4,2
6,1940,0,2,0,5,27,3,4,14,4,2
5,1940,0,2,0,2,97,10,4,14,4,2
3,1940,2,1,0,5,104,10,4,14,4,2
10,1940,2,0,0,0,96,7,4,14,4,2
3,1940,2,1,0,4,53,3,4,14,4,2
2,1940,1,2,0,5,108,8,4,14,4,2
2,1940,1,1,0,1,111,8,4,14,4,2
3,1940,2,0,14,1,81,5,4,14,4,2
1,1940,0,2,0,2,82,5,4,14,4,2
5,1940,2,1,0,0,106,9,4,14,4,2
8,1940,0,1,5,5,35,3,4,14,4,2
2,1940,2,1,0,1,119,9,4,14,4,2
2,1940,2,2,0,3,60,4,4,14,4,2
1,1940,1,1,0,0,51,6,4,14,4,2
9,1940,0,2,0,0,30,3,4,14,4,2
1,1940,1,0,2,0,106,9,4,14,4,2
5,1940,2,1,0,3,97,6,4,14,4,2
6,1940,2,2,0,5,0,7,4,14,4,2
10,1940,1,0,0,3,62,6,4,14,4,2
1,1940,0,1,0,5,0,10,4,14,4,2
7,1940,0,0,0,2,2,1,4,14,4,2
3,1940,0,0,0,3,13,2,4,14,4,2
10,1940,1,0,0,0,3,3,4,14,4,2
9,1940,0,0,0,3,61,3,4,14,4,2
2,1940,2,2,5,2,94,9,4,14,4,2
1,1940,0,0,8,0,28,0,4,14,4,2
7,1940,2,1,0,3,70,3,4,14,4,2
7,1940,0,2,0,5,107,7,4,14,4,2
4,1940,2,2,0,2,75,6,4,14,4,2
5,1940,1,0,6,3,25,3,4,14,4,2
1,1940,2,1,0,1,106,10,4,14,4,2
3,1940,2,2,3,1,61,6,4,14,4,2
8,1940,2,2,9,5,116,10,4,14,4,2
2,1940,2,2,0,3,101,7,4,14,4,2
1,1941,1,0,0,4,106,7,4,14,4,2
9,1941,0,2,0,1,95,9,4,14,4,2
10,1941,0,0,0,5,3,2,4,14,4,2
3,1941,0,1,0,2,27,1,4,14,4,2
1,1941,2,2,0,4,97,10,4,14,4,2
8,1941,0,0,0,3,41,3,4,14,4,2
9,1941,2,1,0,5,46,1,4,14,4,2
1,1941,2,0,17,3,119,7,4,14,4,2
1,1941,2,0,1,2,72,5,4,14,4,2
5,1941,2,2,0,0,68,3,4,14,4,2
5,1941,1,1,0,0,85,5,4,14,4,2
5,1941,0,0,0,0,63,5,4,14,4,2
1,1941,0,1,0,0,42,1,4,14,4,2
5,1941,0,2,0,5,49,2,4,14,4,2
10,1941,0,0,0,1,91,10,4,14,4,2
4,1941,0,2,0,4,64,3,4,14,4,2
9,1941,1,1,0,3,39,1,4,14,4,2
9,1941,2,0,15,1,47,0,4,14,4,2
5,1941,2,2,0,3,5,0,4,14,4,2
6,1941,2,2,0,3,115,10,4,14,4,2
2,1941,1,0,0,4,88,3,4,14,4,2
10,1941,2,0,0,0,17,0,4,14,4,2
7,1941,2,0,0,2,69,3,4,14,4,2
3,1941,2,2,0,0,110,6,4,14,4,2
7,1941,2,0,0,2,90,6,4,14,4,2
9,1941,0,0,0,0,45,2,4,14,4,2
4,1941,1,1,2,0,26,3,4,14,4,2
3,1941,2,1,0,1,8,1,4,14,4,2
4,1941,1,0,0,0,27,1,4,14,4,2
4,1941,2,1,0,3,86,3,4,14,4,2
6,1941,1,1,0,2,58,5,4,14,4,2
1,1941,0,0,0,4,110,9,4,14,4,2
1,1941,0,1,0,3,42,1,4,14,4,2
1,1941,2,0,0,5,118,6,4,14,4,2
10,1941,2,0,0,3,82,3,4,14,4,2
6,1941,0,1,0,2,13,3,4,14,4,2
9,1941,2,1,0,5,51,4,4,14,4,2
3,1941,1,2,0,2,66,6,4,14,4,2
5,1941,2,2,17,3,106,6,4,14,4,2
2,1941,1,0,0,5,68,5,4,14,4,2
6,1942,2,2,0,2,120,7,4,14,4,2
2,1942,1,0,0,1,86,3,4,14,4,2
7,1942,1,1,0,2,94,10,4,14,4,2
3,1942,1,1,0,4,44,0,4,14,4,2
10,1942,1,1,13,1,100,10,4,14,4,2
2,1942,0,2,0,3,61,3,4,14,4,2
7,1942,2,2,7,0,15,0,4,14,4,2
10,1942,2,2,0,5,15,3,4,14,4,2
6,1942,2,2,0,1,110,9,4,14,4,2
6,1942,2,2,15,5,37,1,4,14,4,2
2,1942,1,1,16,4,79,6,4,14,4,2
2,1942,1,2,0,3,27,1,4,14,4,2
10,1942,2,0,0,1,30,3,4,14,4,2
2,1942,0,1,0,4,62,5,4,14,4,2
3,1942,2,1,0,1,42,3,4,14,4,2
9,1942,1,1,0,3,45,0,4,14,4,2
6,1942,1,0,7,1,106,9,4,14,4,2
5,1942,1,1,0,2,33,0,4,14,4,2
7,1942,1,2,0,0,30,2,4,14,4,2
8,1942,1,1,0,4,3,1,4,14,4,2
3,1942,0,1,5,4,44,0,4,14,4,2
10,1942,2,2,0,4,15,1,4,14,4,2
10,1942,2,2,0,0,13,1,4,14,4,2
9,1942,1,0,0,1,39,3,4,14,4,2
7,1942,2,0,0,1,44,1,4,14,4,2
10,1942,1,1,0,0,64,6,4,14,4,2
6,1942,1,0,0,1,46,1,4,14,4,2
3,1942,0,2,0,4,12,2,4,14,4,2
7,1942,1,0,0,3,51,3,4,14,4,2
5,1942,2,1,0,5,73,4,4,14,4,2
9,1942,2,1,0,3,88,6,4,14,4,2
3,1942,2,1,0,4,17,1,4,14,4,2
7,1942,2,2,0,4,94,10,4,14,4,2
3,1942,2,2,14,2,113,10,4,14,4,2
2,1942,1,1,0,5,13,3,4,14,4,2
4,1942,1,1,0,0,34,3,4,14,4,2
3,1942,0,2,0,2,24,3,4,14,4,2
9,1942,1,0,0,5,40,1,4,14,4,2
8,1942,1,1,0,2,18,3,4,14,4,2
1,1942,0,2,0,5,13,1,4,14,4,2
9,1943,1,1,3,0,29,0,4,14,4,2
7,1943,2,1,0,3,24,3,4,14,4,2
8,1943,1,0,0,1,110,9,4,14,4,2
3,1943,2,1,0,3,11,1,4,14,4,2
1,1943,2,2,0,2,50,9,4,14,4,2
1,1943,2,2,0,3,45,0,4,14,4,2
4,1943,1,0,0,5,86,5,4,14,4,2
5,1943,0,0,6,1,74,5,4,14,4,2
1,1943,1,1,0,2,18,2,4,14,4,2
1,1943,2,1,11,5,51,4,4,14,4,2
6,1943,2,1,17,2,78,5,4,14,4,2
3,1943,0,2,0,2,28,1,4,14,4,2
3,1943,2,2,0,2,23,1,4,14,4,2
8,1943,2,2,0,4,46,0,4,14,4,2
5,1943,0,0,0,1,68,4,4,14,4,2
9,1943,0,1,0,3,11,0,4,14,4,2
6,1943,2,2,0,5,110,7,4,14,4,2
2,1943,0,2,0,1,59,4,4,14,4,2
3,1943,2,0,0,3,8,1,4,14,4,2
7,1943,2,0,0,1,79,6,4,14,4,2
4,1943,1,2,0,5,105,7,4,14,4,2
6,1943,1,1,0,1,23,1,4,14,4,2
9,1943,2,2,0,2,115,7,4,14,4,2
8,1943,0,2,0,0,90,6,4,14,4,2
10,1943,1,1,0,4,84,4,4,14,4,2
4,1943,2,0,4,2,6,3,4,14,4,2
8,1943,0,2,0,0,106,10,4,14,4,2
4,1943,0,1,0,4,14,0,4,14,4,2
3,1943,0,2,0,5,119,9,4,14,4,2
8,1943,0,1,3,4,71,5,4,14,4,2
9,1943,1,2,0,0,76,5,4,14,4,2
1,1943,0,1,0,0,48,0,4,14,4,2
4,1943,2,2,0,2,86,5,4,14,4,2
9,1943,2,1,0,5,94,9,4,14,4,2
10,1943,0,0,1,2,80,4,4,14,4,2
4,1943,1,2,0,1,96,8,4,14,4,2
4,1943,2,2,0,0,108,6,4,14,4,2
10,1943,0,0,3,4,31,3,4,14,4,2
3,1943,0,2,0,0,99,6,4,14,4,2
1,1943,0,2,0,0,20,2,4,14,4,2
6,1944,2,2,0,1,13,2,4,14,4,2
4,1944,1,1,0,5,110,7,4,14,4,2
9,1944,0,1,0,3,25,3,4,14,4,2
9,1944,0,1,14,3,98,6,4,14,4,2
1,1944,2,1,0,4,22,2,4,14,4,2
5,1944,2,2,0,0,83,5,4,14,4,2
8,1944,0,1,0,1,102,9,4,14,4,2
2,1944,1,2,0,2,13,3,4,14,4,2
2,1944,2,0,0,1,3,2,4,14,4,2
2,1944,0,0,0,4,58,5,4,14,4,2
10,1944,2,0,0,0,32,1,4,14,4,2
9,1944,2,2,0,3,106,8,4,14,4,2
1,1944,1,2,7,1,72,6,4,14,4,2
1,1944,2,0,0,1,45,2,4,14,4,2
8,1944,2,0,0,2,106,8,4,14,4,2
3,1944,1,0,0,4,66,6,4,14,4,2
8,1944,2,0,0,0,34,3,4,14,4,2
9,1944,0,2,0,3,59,6,4,14,4,2
6,1944,0,0,4,0,97,10,4,14,4,2
5,1944,0,2,0,1,103,8,4,14,4,2
4,1944,2,0,0,4,29,0,4,14,4,2
3,1944,0,2,0,3,15,0,4,14,4,2
7,1944,2,1,10,2,104,7,4,14,4,2
10,1944,0,1,0,1,107,6,4,14,4,2
2,1944,1,2,0,2,13,1,4,14,4,2
8,1944,1,0,0,5,36,3,4,14,4,2
8,1944,1,2,0,0,60,4,4,14,4,2
3,1944,0,2,0,0,55,6,4,14,4,2
4,1944,1,1,0,1,26,1,4,14,4,2
9,1944,1,1,0,3,35,0,4,14,4,2
6,1944,0,1,0,1,119,10,4,14,4,2
7,1944,2,0,8,3,70,6,4,14,4,2
4,1944,1,1,0,5,101,10,4,14,4,2
10,1944,2,0,0,2,77,6,4,14,4,2
2,1944,2,2,0,4,114,9,4,14,4,2
1,1944,0,1,0,3,48,0,4,14,4,2
9,1944,1,2,13,0,19,2,4,14,4,2
2,1944,2,2,17,1,82,4,4,14,4,2
2,1944,1,2,0,3,107,8,4,14,4,2
9,1944,1,0,0,5,88,5,4,14,4,2
10,1945,1,2,0,2,113,7,4,14,4,2
8,1945,1,2,0,2,4,0,4,14,4,2
6,1945,0,2,0,4,21,2,4,14,4,2
6,1945,0,2,0,0,111,7,4,14,4,2
3,1945,2,1,0,4,109,10,4,14,4,2
4,1945,0,0,14,4,51,5,4,14,4,2
10,1945,1,2,0,1,97,6,4,14,4,2
1,1945,0,2,0,1,30,0,4,14,4,2
6,1945,1,2,0,5,5,0,4,14,4,2
2,1945,2,0,0,3,54,6,4,14,4,2
6,1945,2,2,7,0,54,5,4,14,4,2
1,1945,2,2,0,1,118,9,4,14,4,2
7,1945,1,1,0,0,55,3,4,14,4,2
2,1945,0,2,0,3,116,10,4,14,4,2
2,1945,0,1,0,3,58,6,4,14,4,2
6,1945,0,0,0,4,56,5,4,14,4,2
6,1945,1,2,0,1,61,5,4,14,4,2
10,1945,1,2,0,2,30,3,4,14,4,2
7,1945,1,0,0,1,58,4,4,14,4,2
10,1945,2,1,0,2,71,4,4,14,4,2
1,1945,0,2,0,5,105,8,4,14,4,2
6,1945,1,2,0,1,75,3,4,14,4,2
1,1945,1,1,0,5,115,6,4,14,4,2
6,1945,2,2,0,2,82,4,4,14,4,2
3,1945,0,2,0,4,0,8,4,14,4,2
3,1945,1,0,0,0,103,8,4,14,4,2
6,1945,0,1,0,0,118,7,4,14,4,2
9,1945,1,2,4,3,81,6,4,14,4,2
5,1945,0,1,0,5,98,7,4,14,4,2
4,1945,1,2,0,0,51,6,4,14,4,2
1,1945,2,2,0,5,76,6,4,14,4,2
2,1945,0,2,0,2,53,4,4,14,4,2
9,1945,2,0,17,5,11,0,4,14,4,2
5,1945,1,0,0,1,62,6,4,14,4,2
3,1945,0,2,14,0,32,1,4,14,4,2
6,1945,0,2,0,4,77,4,4,14,4,2
3,1945,0,2,0,4,101,9,4,14,4,2
8,1945,0,2,0,3,101,6,4,14,4,2
4,1945,1,2,0,5,22,3,4,14,4,2
1,1945,0,1,0,2,43,1,4,14,4,2
10,1946,1,1,0,3,62,3,4,14,4,2
1,1946,0,1,0,1,47,3,4,14,4,2
5,1946,1,1,0,3,10,0,4,14,4,2
1,1946,1,2,0,5,5,3,4,14,4,2
5,1946,2,1,0,5,43,1,4,14,4,2
2,1946,2,1,0,2,44,2,4,14,4,2
4,1946,0,2,2,0,79,5,4,14,4,2
9,1946,2,1,0,3,41,3,4,14,4,2
5,1946,0,1,0,1,74,6,4,14,4,2
2,1946,2,1,0,5,81,4,4,14,4,2
8,1946,1,0,0,4,56,3,4,14,4,2
9,1946,2,1,0,3,87,6,4,14,4,2
6,1946,0,0,0,2,111,10,4,14,4,2
4,1946,2,2,0,0,118,10,4,14,4,2
7,1946,0,2,4,1,36,0,4,14,4,2
10,1946,0,1,0,0,110,6,4,14,4,2
10,1946,2,1,0,5,41,3,4,14,4,2
6,1946,0,1,0,5,20,1,4,14,4,2
7,1946,0,0,3,2,69,5,4,14,4,2
4,1946,2,0,1,0,40,1,4,14,4,2
2,1946,2,0,0,5,33,0,4,14,4,2
4,1946,1,2,0,4,72,6,4,14,4,2
2,1946,0,1,11,0,82,5,4,14,4,2
9,1946,0,1,0,0,43,3,4,14,4,2
10,1946,2,0,0,0,22,1,4,14,4,2
8,1946,2,2,0,0,62,5,4,14,4,2
9,1946,1,2,2,2,91,9,4,14,4,2
7,1946,2,1,0,4,44,1,4,14,4,2
5,1946,1,2,11,3,22,2,4,14,4,2
5,1946,0,2,0,1,60,5,4,14,4,2
10,1946,0,1,0,2,91,8,4,14,4,2
5,1946,0,1,0,2,5,3,4,14,4,2
2,1946,0,1,0,1,10,3,4,14,4,2
10,1946,1,0,0,4,104,7,4,14,4,2
1,1946,1,0,0,3,95,7,4,14,4,2
6,1946,2,2,0,1,90,9,4,14,4,2
9,1946,0,1,0,2,59,3,4,14,4,2
3,1946,2,0,0,0,42,2,4,14,4,2
3,1946,0,0,0,4,24,2,4,14,4,2
2,1946,0,2,0,5,67,5,4,14,4,2
7,1947,2,0,0,5,56,5,4,14,4,2
9,1947,1,2,13,5,19,2,4,14,4,2
2,1947,2,0,0,1,54,5,4,14,4,2
6,1947,0,1,0,5,52,4,4,14,4,2
9,1947,1,1,0,5,78,4,4,14,4,2
5,1947,2,1,0,3,85,4,4,14,4,2
10,1947,1,1,0,5,83,6,4,14,4,2
10,1947,0,2,0,4,75,4,4,14,4,2
1,1947,0,1,12,4,40,3,4,14,4,2
7,1947,0,2,0,4,60,3,4,14,4,2
6,1947,2,2,0,1,37,3,4,14,4,2
10,1947,2,1,3,3,109,9,4,14,4,2
6,1947,0,1,0,1,53,3,4,14,4,2
2,1947,2,1,0,3,17,3,4,14,4,2
3,1947,0,1,0,2,30,2,4,14,4,2
6,1947,0,0,0,4,40,0,4,14,4,2
1,1947,2,0,0,2,78,5,4,14,4,2
10,1947,0,1,0,5,86,6,4,14,4,2
10,1947,1,2,0,3,3,2,4,14,4,2
10,1947,1,2,10,5,5,1,4,14,4,2
10,1947,1,0,0,2,15,2,4,14,4,2
4,1947,2,1,0,2,28,2,4,14,4,2
8,1947,1,2,0,5,39,1,4,14,4,2
10,1947,0,0,0,4,119,6,4,14,4,2
9,1947,0,0,0,3,23,1,4,14,4,2
8,1947,2,2,0,4,71,4,4,14,4,2
2,1947,0,0,0,0,110,8,4,14,4,2
5,1947,0,0,7,3,15,3,4,14,4,2
1,1947,1,2,10,3,37,0,4,14,4,2
8,1947,2,0,0,0,0,9,4,14,4,2
9,1947,1,1,9,0,116,8,4,14,4,2
2,1947,1,2,3,4,63,3,4,14,4,2
6,1947,1,2,0,0,34,0,4,14,4,2
3,1947,0,1,0,3,14,3,4,14,4,2
6,1947,0,0,0,2,25,1,4,14,4,2
10,1947,0,1,0,5,77,6,4,14,4,2
2,1947,1,1,0,4,4,1,4,14,4,2
9,1947,0,1,0,2,50,10,4,14,4,2
3,1947,0,0,9,1,25,2,4,14,4,2
3,1947,2,2,0,3,84,4,4,14,4,2
1,1948,0,2,0,1,51,3,4,14,4,2
3,1948,1,2,0,3,66,3,4,14,4,2
3,1948,0,1,0,2,89,3,4,14,4,2
5,1948,1,2,0,2,78,5,4,14,4,2
2,1948,0,2,0,1,12,2,4,14,4,2
6,1948,2,2,0,4,47,2,4,14,4,2
5,1948,0,1,0,4,48,2,4,14,4,2
5,1948,2,0,0,3,32,1,4,14,4,2
5,1948,0,0,0,4,110,10,4,14,4,2
9,1948,2,2,0,0,22,0,4,14,4,2
9,1948,0,0,0,3,60,3,4,14,4,2
7,1948,0,0,0,5,65,5,4,14,4,2
5,1948,1,2,0,4,0,7,4,14,4,2
7,1948,0,2,0,3,94,7,4,14,4,2
1,1948,2,1,0,0,117,8,4,14,4,2
1,1948,1,0,0,2,10,3,4,14,4,2
2,1948,2,1,0,5,46,3,4,14,4,2
1,1948,0,2,0,3,58,5,4,14,4,2
10,1948,1,2,0,5,86,5,4,14,4,2
7,1948,0,1,0,0,100,8,4,14,4,2
10,1948,2,1,0,1,76,5,4,14,4,2
8,1948,1,0,0,3,86,3,4,14,4,2
2,1948,1,2,0,4,6,0,4,14,4,2
1,1948,0,0,0,3,69,4,4,14,4,2
2,1948,2,0,0,2,70,3,4,14,4,2
8,1948,1,1,1,1,32,2,4,14,4,2
10,1948,0,2,0,1,3,1,4,14,4,2
8,1948,1,2,0,5,30,2,4,14,4,2
3,1948,1,0,0,5,29,3,4,14,4,2
4,1948,2,0,4,5,15,3,4,14,4,2
3,1948,2,0,0,0,9,2,4,14,4,2
8,1948,0,1,0,2,99,9,4,14,4,2
8,1948,2,1,0,3,93,9,4,14,4,2
10,1948,2,0,0,4,100,7,4,14,4,2
9,1948,0,0,0,1,56,5,4,14,4,2
2,1948,1,1,0,2,117,6,4,14,4,2
9,1948,2,2,0,2,6,1,4,14,4,2
10,1948,0,1,0,3,1,1,4,14,4,2
9,1948,0,1,0,4,0,8,4,14,4,2
7,1948,1,1,0,5,19,3,4,14,4,2
7,1949,0,1,0,2,68,6,4,14,4,2
8,1949,1,1,0,4,10,0,4,14,4,2
5,1949,2,0,14,3,53,4,4,14,4,2
4,1949,2,1,0,0,11,0,4,14,4,2
3,1949,1,2,0,0,55,5,4,14,4,2
1,1949,1,0,0,5,4,1,4,14,4,2
2,1949,0,1,0,4,20,2,4,14,4,2
2,1949,2,0,0,5,99,7,4,14,4,2
7,1949,1,0,0,2,88,5,4,14,4,2
10,1949,2,1,0,5,103,6,4,14,4,2
4,1949,1,2,0,1,49,2,4,14,4,2
3,1949,0,0,17,0,0,8,4,14,4,2
10,1949,2,2,16,3,88,6,4,14,4,2
9,1949,1,1,0,4,77,5,4,14,4,2
8,1949,0,1,0,4,10,0,4,14,4,2
8,1949,1,2,0,1,103,7,4,14,4,2
10,1949,2,1,0,0,100,8,4,14,4,2
5,1949,0,1,0,0,9,1,4,14,4,2
2,1949,2,1,0,1,26,0,4,14,4,2
7,1949,0,1,0,1,118,7,4,14,4,2
4,1949,0,2,0,2,81,4,4,14,4,2
8,1949,2,1,0,1,75,4,4,14,4,2
9,1949,0,1,0,5,10,0,4,14,4,2
8,1949,0,1,0,1,10,2,4,14,4,2
7,1949,1,1,10,0,58,4,4,14,4,2
9,1949,1,1,0,0,68,3,4,14,4,2
3,1949,2,1,17,4,1,0,4,14,4,2
5,1949,2,2,0,0,26,3,4,14,4,2
10,1949,0,0,0,4,28,0,4,14,4,2
8,1949,2,2,8,1,0,7,4,14,4,2
2,1949,1,2,0,3,3,2,4,14,4,2
2,1949,0,2,15,0,110,9,4,14,4,2
7,1949,0,1,3,4,9,0,4,14,4,2
